english|hindi_concept|type|japanese|hirangana|pronunciation|example_eng|example_jap
ditty_1||noun|短い歌|みじかいうた|mizikaiuta_1|famous ditty|有名な短い歌
diurnal_1|xEnaMxina|adjective|日中の|にっちゅうの|nicchuuno_1|diurnal temperature|日中の気温
diurnal_2|xEnaMxina|adjective|日周|にっしゅう|nisshuu_1|diurnal movement|日周運動
dive_1|dubakI+mAra,gZowA|verb|飛び込む|とびこむ|tobikomu_1|dive into a pool|プールに飛び込む
diverge_1||verb|それる|それる|soreru_1|diverge sharply from one's original course|本来のコースから大きくそれる
diverge_2||verb|分岐する|ぶんき|bunki_1|diverge from apes|類似猿から分岐する
divergent_1||adjective|分岐|ぶんき|bunki_1|divergent pathway|分岐経路
diverse_1|Binna,Binna+Binna,Sabala,viBAnna,viviXa|adjective|様々な|さまざまな|samazamana_1|diverse culture|様々な文化
diverse_2|Binna,Binna+Binna,Sabala,viBAnna,viviXa|adjective|多様|たよう|tayou_1|diverse traditions|多様な伝統
diversify_1|Binna+Binna+kara|verb|多様化する|たようか|tayouka_1|diversify energy sources|エネルギー源を多様化する
diversion_1|bahalAva|noun|転換|てんかん|tenkan_1|maximum diversion|最大転換
divert_1||verb|そらす|そらす|sorasu_1|divert international concern|国際的関心をそらす
divest_1|CIna+lenA|verb|奪う|うばう|ubau_1|divest someone of one's rights|人の権利を奪う
divestiture_1||noun|分割|ぶんかつ|bunkatsu_1|corporate divestiture|会社分割
divide_1|BAga+kara,bAzta|verb|分ける|わける|wakeru_1|divide a paragraph into sentences|段落を文に分ける
dividend_1|BAjya,lABa,lABAMSa|noun|配当金|はいとうきん|haitoukin_1|unpaid dividend|未払い配当金
divination_1||noun|占い|うらない|uranai_1|divination comes true|占いが当たる
divine_1|ajZagZEbI,apOrUReya,Bavya,BAzpa,gZEbI,ISvarIya,svargika,xEvI,xEvika,xivya|adjective|神の|かみの|kamino_1|divine guidance|神の導き
divisible_1|viBAjya|adjective|割り切れる|わりきれる|warikireru_1|6 is divisible by 2.|６は２で割り切れる。
division_1|alagOJA,aMSa,BAga,batavArA,bAzta,baztavArA,Bexa,kalA,KaMda,saMBAga,viBAga,viBAjana,viBakwi,vicCexa,vyavacCexa,wakZasIma|noun|分割|ぶんかつ|bunkatsu_1|word division|語分割
division_2|alagOJA,aMSa,BAga,batavArA,bAzta,baztavArA,Bexa,kalA,KaMda,saMBAga,viBAga,viBAjana,viBakwi,vicCexa,vyavacCexa,wakZasIma|noun|課|か|ka_1|Welfare Division|厚生課
divisional_1||adjective|分割|ぶんかつ|bunkatsu_1|divisional application|分割出願
divisional_2||adjective|部門|ぶもん|bumon_1|divisional control|部門管理
divisive_1||adjective|対立的|たいりつてき|tairitsuteki_1|divisive competition|対立的な競争
diffusion_1|pasAra,vikiraNa,vikIrNana,visAra,visaraNa,visqwi,vyAsa|noun|拡散|かくさん|kakusan_1|diffusion barrier|拡散障壁
diffusion_2|pasAra,vikiraNa,vikIrNana,visAra,visaraNa,visqwi,vyAsa|noun|普及|ふきゅう|fukyuu_1|diffusion of wheelchairs|車椅子の普及
dig_1|godZa,Koxa,KoxAI,KZoxa|verb|掘る|ほる|horu_1|dig a little hole|小さな穴を掘る
digest_1|nicaya,nIwi+saMgraha,pacA|noun|ダイジェスト|だいじぇすと|daijesuto_1|digest function|ダイジェスト機能
digest_2|nicaya,nIwi+saMgraha,pacA|noun|要約|ようやく|youyaku_1|digest a novel into 250 pages|長編小説を250ページに要約する
digest_3|nicaya,nIwi+saMgraha,pacA|noun|消化物|しょうかぶつ|shoukabutsu_1|pepsin digest|ペプシン消化物
digestible_1|pAcanIya,pAcya|adjective|可消化|かしょうか|kashouka_1|digestible energy|可消化エネルギー
digestion_1|hAjZamA,pAcana,pacAva|verb|消化する|しょうか|shouka_1|difficult to digest|消化しにくい
digestive_1|agnivarXaka,pAcaka|adjective|消化|しょうか|shouka_1|digestive system|消化器官
digestive_2|agnivarXaka,pAcaka|noun|消化剤|しょうかざい|shoukazai_1|digestive aids|消化剤
digging_1|Kanana,Kanana,KuxAI,KuxAI,KZuxAI,KZuxAI,uwKanana,uwKanana|noun|採掘|さいくつ|saikutsu_1|digging area|採掘鉱区
digit_1|aMka|noun|桁|けた|keta_1|5 digit number|５桁の番号
digit_2|aMka|noun|指|ゆび|yubi_1|digit deformity|指の変形
digital_1|dijitala|adjective|デジタル|でじたる|dejitaru_1|digital communication|デジタル通信
digitalis_1||noun|ジギタリス|じぎたりす|jigitarisu_1|endogenous digitalis|内因性ジギタリス
dignify_1||verb|威厳をつける|いげんをつける|igen o tsukeru_1|I shall not dignify this insensitive remark with an answer.|答えることでこの無神経な発現に威厳をつけるつもりはない。
dignitary_1||noun|高官|こうかん|koukan_1|visiting foreign dignitary|訪問中の外国の高官
dignity_1|ajZamawa,Ana,badZappana,garimA,mahimA,mAna,maryAxA,pawa,prawApa,prawiRTA,vakZAra|noun|品位|ひんい|hin'i_1|beneath one's dignity|品位にかかわる
dignity_2|ajZamawa,Ana,badZappana,garimA,mahimA,mAna,maryAxA,pawa,prawApa,prawiRTA,vakZAra|noun|気品|きひん|kihin_1|natural dignity|自然に備わっている気品
dignity_3|ajZamawa,Ana,badZappana,garimA,mahimA,mAna,maryAxA,pawa,prawApa,prawiRTA,vakZAra|noun|威厳|いげん|igen_1|dignity of a job|仕事の威厳
dignity_4|ajZamawa,Ana,badZappana,garimA,mahimA,mAna,maryAxA,pawa,prawApa,prawiRTA,vakZAra|noun|重み|おもみ|omomi_1|dignity of life|命の重み
dignity_5|ajZamawa,Ana,badZappana,garimA,mahimA,mAna,maryAxA,pawa,prawApa,prawiRTA,vakZAra|noun|威信|いしん|ishin_1|human dignity|人間としての威信
dignity_6|ajZamawa,Ana,badZappana,garimA,mahimA,mAna,maryAxA,pawa,prawApa,prawiRTA,vakZAra|noun|尊厳|そんげん|songen_1|dignity of individuals|個人の尊厳
digress_1||verb|脱線する|だっせんする|dassen suru_1|If he didn't digress, the meeting would have finished sooner.|彼が脱線しなければ、会議はもっと速く終わっていたでしょう。
digression_1|viRayAMwara|noun|余談|よだん|yodan_1|and a quick digression|余談になりますが
digression_2|viRayAMwara|noun|枝道|えだみち|edamichi_1|make a digression|枝道が分かれる
digression_3|viRayAMwara|noun|脱線|だっせん|dassen_1|avoid digression|脱線を避ける
dilapidated_1||adjective|荒廃した|こうはいした|kouhaishita_1|dilapidated building|荒廃した建物
dilatation_1||noun|拡張|かくちょう|kakuchou_1|dilatation of the vessel|血管拡張
dilate_1||verb|拡張する|かくちょう|kakuchou_1|dilate systemic veins|体静脈を拡張する
dilatory_1||adjective|遅れがちな|おくれがちな|okuregachina_1|dilatory payment|遅れがちな支払い
dilemma_1|asamaMjasa,pasopeSa,XarmasaMkata,xubiXA,xuviXA,xviviXA|noun|窮地|きゅうち|kyuuchi_1|hopeless dilemma|絶望的な窮地
dilemma_2|asamaMjasa,pasopeSa,XarmasaMkata,xubiXA,xuviXA,xviviXA|noun|ジレンマ|じれんま|jirenma_1|dilemma of love|愛のジレンマ
dilettante_1|rasika|noun|愛好者|あいこうしゃ|aikousha_1|live as a dilettante|愛好者として生きる
dilettante_2|rasika|noun|好事家|こうずか|kouzuka_1|amateur dilettante|アマチュアの好事家
diligent_1|karmaTa,mehanawI,purURArWI|adjective|勤勉|きんべん|kinban_1|fairly diligent student|かなり勤勉な学生
dill_1||noun|ディル|でぃる|diru_1|3 tablespoons of dill|大匙３杯のディル
diluent_1||noun|希釈剤|きしゃくざい|kishakuzai_1|reactive diluent|反応性希釈剤
dilute_1|pAnI+se+pawalA+kara,wanu|adjective|希薄|きはく|kihaku_1|dilute matter|希薄物体
dilute_2|pAnI+se+pawalA+kara,wanu|verb|薄める|うすめる|usumeru_1|Dilute this liquid with water, then drink.|この液体を水で薄めてから飲んでください。
dilution_1|jala+miSraNa,pawalApana,wanUkaraNa,wanuwA|noun|希釈|きしゃく|kishaku_1|serial dilution|連続希釈法
dim_1|aspaRta,maxXama,maXyama,PIkA,XuMXalA,XuMXalA+ho,XuzXalA|adjective|ぼんやり|ぼんやり|bon'yari_1|dim recollection|ぼんやりとした記憶
dim_2|aspaRta,maxXama,maXyama,PIkA,XuMXalA,XuMXalA+ho,XuzXalA|adjective|濛々たる|もうもうたる|moumoutaru_1|dim past|濛々たる過去
dim_3|aspaRta,maxXama,maXyama,PIkA,XuMXalA,XuMXalA+ho,XuzXalA|adjective|薄暗い|うすぐらい|usugurai_1|dim room|薄暗い部屋
dim_4|aspaRta,maxXama,maXyama,PIkA,XuMXalA,XuMXalA+ho,XuzXalA|adjective|かすか|かすか|kasuka_1|dim star|かすかに光る星
dime_1||noun|10セント硬貨|じゅっせんとこうか|jussentokouka_1|weigh less than a dime|10セント硬貨より軽い
dimension_1|AyAma,mApa,parimApa,vimA,vimiwi|noun|寸法|すんぽう|sunpou_1|dimension error|寸法誤差
dimension_2|AyAma,mApa,parimApa,vimA,vimiwi|noun|次元|じげん|jigen_1|dimension calculation|次元計算
dimension_3|AyAma,mApa,parimApa,vimA,vimiwi|noun|規模|きぼ|kibo_1|precise dimension|正確な規模
diminish_1|GatA|verb|減らす|へらす|herasu_1|diminish anxiety|不安を減らす
diminution_1|GatAva,GatawI|noun|減少|げんしょう|genshou_1|dramatic diminution|劇的な減少
diminutive_1||adjective|小型|こがた|kogata_1|Bonsai is a diminutive tree.|盆栽は小型の木です。
dimple_1||noun|えくぼ|えくぼ|ekubo_1|dimples on one's cheeks|頬のえくぼ
din_1|BabBa,gulagapAdZA,Sora|noun|騒音|そうおん|souon_1|constant din of a city|都会の絶え間ない騒音
dine_1||verb|食事する|しょくじ|shokuji_1|dine out under the stars|星の下で食事をする
definition_1|pariBARA,wArIPZa|noun|定義|ていぎ|teigi_1|definition of racial discrimination|人種差別の定義
definitive_1||adjective|決定的|けっていてき|ketteiteki_1|definitive information|決定的情報
definitive_2||adjective|最終的|さいしゅうてき|saishuuteki_1|make one's definitive decision|最終的な決定を下す
definitive_3||adjective|確定|かくてい|kakutei_1|definitive diagnostic procedure|確定診断法
deflate_1|AwmaviSvAsa+kama+kara,BarI+huI+havA+nikAla,kama+ho|verb|しぼむ|しぼむ|sibomu_1|Balloons deflate over time.|風船は時間が経つとしぼむ。
deflect_1||verb|かわす|かわす|kawasu_1|deflect political pressure|政治的圧力をかわす
deflect_2||verb|そらす|そらす|sorasu_1|deflect blame from someone's organization|人の組織への非難をそらす
deflector_1|vikRepaka|noun|偏向器|へんこうき|henkouki_1|electrostatic deflector|静電偏向器
deforestation_1|nirvanIkaraNa|noun|伐採|ばっさい|bassai_1|against deforestation|伐採に反対
deform_1|vikqwa+ho|verb|変形する|へんけい|henkei_1|The sidewalk deformed during the earthquake.|地震の間に歩道が変形された。
deformation_1|vikAra,vikqwi|noun|変形|へんけい|henkei_1|form deformation|形状変形
defraud_1|kapata+karake+hara,Taga|verb|騙し取る|だましとる|damashitoru_1|defraud a great deal of money|大金を騙し取る
defray_1|cukA|verb|払う|はらう|harau_1|defray freight|運賃を払う
defray_2|cukA|verb|負担する|ふたんする|futan suru_1|defray the cost of someone's trip|人の旅費を負担する
defrost_1||verb|解凍する|かいとう|kaitou_1|defrost a meat in a microwave|肉を電子レンジで解凍する
deft_1|kuSala|adjective|巧妙|こうみょう|koumyou_1|deft attempt|巧妙な試み
defunct_1|niRpraBAva|adjective|現存しない|げんぞんしない|genzon shinai_1|Capital punishment is defunct in this state.|この州には、死刑制度は現存しない。
defy_1|avajFA+kara,cunOwI+xe|verb|反する|はんする|hansuru_1|defy common sense|常識に反する
defy_2|avajFA+kara,cunOwI+xe|verb|無視する|むし|mushi_1|defy the people's will|国民の意思を無視する
degeneracy_1||noun|縮退|しゅくたい|shukutai_1|infinite degeneracy|無限縮退
degenerate_1||verb|堕落する|だらく|daraku_1|live a degenerate life|堕落した人生を送る
degenerate_2||adjective|退化|たいか|taika_1|degenerate kernel|退化核
degenerate_3||adjective|縮退|しゅくたい|shukutai_1|generate a degenerate key|縮退鍵を生成する
degradation_1|apakarRa,apakarRaNa,aXaHpawana,aXogamana,aXogawi,girAvata,mAna+BaMga|noun|転落|てんらく|tenraku_1|reliability degradation|信頼性の転落
degradation_2|apakarRa,apakarRaNa,aXaHpawana,aXogamana,aXogawi,girAvata,mAna+BaMga|noun|不良化|ふりょうか|furyouka_1|sound degradation|音の不良化
degrade_1|girA,naRta+ho,paxAvanawa+kara|verb|下げる|さげる|sageru_1|degrade quality|品質を下げる
degree_1|aMSa,aMSAMka,digarI,digrE,kalA,koti,mAwrA,paxavI,saMKyA,upAXi,xarjA|noun|度|ど|do_1|45 degree|45度
degree_2|aMSa,aMSAMka,digarI,digrE,kalA,koti,mAwrA,paxavI,saMKyA,upAXi,xarjA|noun|学位|がくい|gakui_1|degree course|学位課程
degree_3|aMSa,aMSAMka,digarI,digrE,kalA,koti,mAwrA,paxavI,saMKyA,upAXi,xarjA|noun|程度|ていど|teido_1|matter of degree|程度の問題
degree_4|aMSa,aMSAMka,digarI,digrE,kalA,koti,mAwrA,paxavI,saMKyA,upAXi,xarjA|noun|程|ほど|hodo_1|degree of attention|注目の程
degree_5|aMSa,aMSAMka,digarI,digrE,kalA,koti,mAwrA,paxavI,saMKyA,upAXi,xarjA|noun|度合い|どあい|doai_1|degree of exactness|正確さの度合い
degree_6|aMSa,aMSAMka,digarI,digrE,kalA,koti,mAwrA,paxavI,saMKyA,upAXi,xarjA|noun|次数|じすう|jisuu_1|degree reduction|次数低減
dehumidify_1||noun|除湿|じょしつ|joshitsu_1|dehumidify a hall|ホールを除湿する
dehydrate_1||verb|乾燥する|かんそう|kansou_1|dehydrate the skin|肌を乾燥させる
dehydrate_2||verb|脱水する|だっすい|dassui_1|dehydrate alcohol|アルコールを脱水する
deify_1||verb|神格化する|しんかくかする|shinkakuka suru_1|deify a leader|リーダーを神格化する
deity_1|vibuXa,xeva,xevawA|noun|神|かみ|kami_1|in the presence of deity|神の御前にいる
delay_1|awikAla,latakA,vilaMba,vilamba,xera,xerI|noun|遅れ|おくれ|okure_1|delay of treatment|治療の遅れ
delay_2|awikAla,latakA,vilaMba,vilamba,xera,xerI|noun|滞り|とどこおり|todokoori_1|delay of house rent|家賃の滞り
delay_3|awikAla,latakA,vilaMba,vilamba,xera,xerI|noun|延滞|えんたい|entai_1|interest for delay|延滞利子
delay_4|awikAla,latakA,vilaMba,vilamba,xera,xerI|noun|遅延|ちえん|chien_1|cause of the delay|遅延の原因
delay_5|awikAla,latakA,vilaMba,vilamba,xera,xerI|verb|遅らせる|おくらせる|okuraseru_1|delay aging process|老化作用を遅らせる
delay_6|awikAla,latakA,vilaMba,vilamba,xera,xerI|verb|後回しにする|あとまわしにする|atomawashi ni suru_1|delay an important task|重要な仕事を後回しにする
delectable_1|AnaMxaxAyaka|adjective|おいしい|おいしい|oishii_1|delectable desserts|おいしいデザート
delegate_1|numAiMxA,prawiniXi,prawiniXiwva+karane+ke+liye+Beja,prawyAyukwa|verb|委託する|いたく|itaku_1|delegate a routine task|日常業務を委託する
delegate_2|numAiMxA,prawiniXi,prawiniXiwva+karane+ke+liye+Beja,prawyAyukwa|noun|協議員|きょうぎいん|kyougiin_1|pledged delegate|誓約した協議員
delegate_3|numAiMxA,prawiniXi,prawiniXiwva+karane+ke+liye+Beja,prawyAyukwa|noun|代表者|だいひょうしゃ|daihyousha_1|delegate to the convention|会議に出席した代表者
delegate_4|numAiMxA,prawiniXi,prawiniXiwva+karane+ke+liye+Beja,prawyAyukwa|noun|使節|しせつ|shisetsu_1|foreign delegate|外国使節
delegate_5|numAiMxA,prawiniXi,prawiniXiwva+karane+ke+liye+Beja,prawyAyukwa|noun|代議員|だいぎいん|daigiin_1|select delegate to the party nominating convention|候補指名党大会に送る代議員を選出する
delete_1|mitA+xe|verb|消す|けす|kesu_1|delete a file|ファイルを消す
deleterious_1||adjective|有害|ゆうがい|yuugai_1|deleterious impurity|有害不純物
deletion_1|mitA+huA,ucCexa|noun|削除|さくじょ|sakujo_1|deletion key|削除キー
deliberate_1|suvicAriwa|adjective|意図的|いとてき|itoteki_1|deliberate alteration|意図的変更
deliberate_2|suvicAriwa|adjective|故意|こい|koi_1|deliberate mischief|故意のいたずら
delicacy_1|lAliwya,lawAPZawa,najZAkawa,naramI,peSalawA,sOkumArya,wanuwA|noun|上品さ|じょうひんさ|jouhinsa_1|have delicacy|上品さをきかす
delicacy_2|lAliwya,lawAPZawa,najZAkawa,naramI,peSalawA,sOkumArya,wanuwA|noun|珍味|ちんみ|chinmi_1|costly delicacy|高価な珍味
delicacy_3|lAliwya,lawAPZawa,najZAkawa,naramI,peSalawA,sOkumArya,wanuwA|noun|美味|びみ|bimi_1|seasonal delicacy|季節の美味
delicacy_4|lAliwya,lawAPZawa,najZAkawa,naramI,peSalawA,sOkumArya,wanuwA|noun|デリカシー|でりかしー|derikashi-_1|He has no delicacy.|彼にはデリカシーがないの。
delicate_1|komala,kRINa,kuSalawApUrNa,liPZAPZiyA,nAjZuka,narama,pelava,peSala,subuka,sukumAra,wanvaMgI|adjective|緻密|ちみつ|chimitsu_1|delicate adjustment|緻密な調整
delicate_2|komala,kRINa,kuSalawApUrNa,liPZAPZiyA,nAjZuka,narama,pelava,peSala,subuka,sukumAra,wanvaMgI|adjective|精巧|せいこう|seikou_1|delicate mechanism|精巧なメカニズム
delicate_3|komala,kRINa,kuSalawApUrNa,liPZAPZiyA,nAjZuka,narama,pelava,peSala,subuka,sukumAra,wanvaMgI|adjective|際どい|きわどい|kiwadoi_1|delicate issue of obesity|肥満という際どい問題
delicate_4|komala,kRINa,kuSalawApUrNa,liPZAPZiyA,nAjZuka,narama,pelava,peSala,subuka,sukumAra,wanvaMgI|adjective|ナヨナヨ|なよなよ|nayonayo_1|delicate constitution|ナヨナヨした体質
delicate_5|komala,kRINa,kuSalawApUrNa,liPZAPZiyA,nAjZuka,narama,pelava,peSala,subuka,sukumAra,wanvaMgI|adjective|デリケート|でりけーと|derike-to_1|delicate diplomatic problem|デリケートな外交問題
delicate_6|komala,kRINa,kuSalawApUrNa,liPZAPZiyA,nAjZuka,narama,pelava,peSala,subuka,sukumAra,wanvaMgI|adjective|繊細|せんさい|sensai_1|delicate sense of taste|繊細な味覚
delicatessen_1||noun|デリカテッセン|でりかてっせん|derikatessen_1|delicatessen-style sandwich|デリカテッセン・スタイルのサンドイッチ
delicatessen_2||noun|惣菜|そうざい|souzai_1|delicatessen section|惣菜売り場
delicious_1|jZAyakexAra,lajZIjZa,majZexAra,rasAla,rasanIya,rasIlA,sarasa,susvAxu,svAxiRta|adjective|美味い|うまい|umai_1|Mmm... delicious!|うーん、美味い!
delicious_2|jZAyakexAra,lajZIjZa,majZexAra,rasAla,rasanIya,rasIlA,sarasa,susvAxu,svAxiRta|adjective|美味しい|おいしい|oishii_1|delicious dish|美味しい料理
delicious_3|jZAyakexAra,lajZIjZa,majZexAra,rasAla,rasanIya,rasIlA,sarasa,susvAxu,svAxiRta|adjective|うまい|うまい|umai_2|a delicious salad|うまいサラダ
delight_1|AhlAxa,Amoxa,AnaMxa,harRa,KuSI,KZuSI,mOja,moxa,muxa,pramoxa,raMgawa,saMBoga,ullAsa|noun|喜び|よろこび|yorokobi_1|impart delight|喜びを与える
delight_2|AhlAxa,Amoxa,AnaMxa,harRa,KuSI,KZuSI,mOja,moxa,muxa,pramoxa,raMgawa,saMBoga,ullAsa|noun|歓喜|かんき|kanki_1|rapturous delight|舞い上がるほどの歓喜
delight_3|AhlAxa,Amoxa,AnaMxa,harRa,KuSI,KZuSI,mOja,moxa,muxa,pramoxa,raMgawa,saMBoga,ullAsa|verb|喜ばせる|よろこばせる|yorokobaseru_1|delight a coin collector|硬貨収集家を喜ばせる
derogatory_1||adjective|軽蔑的|けいべつてき|keibetsuteki_1|derogatory word|軽蔑的な言葉
derrick_1||noun|起重機|きじゅうき|kijuuki_1|tripod derrick|三脚起重機
derrick_2||noun|デリック|でりっく|derikku_1|cargo derrick|貨物デリック
descend_1|Xazsa|verb|下りる|おりる|orisu_1|descend from the mountain|山から下りる
descendant_1|sanwAna,vaMSaja,vaMSaXara|noun|子孫|しそん|sison_1|descendant of immigrant|移民の子孫
descendant_2|sanwAna,vaMSaja,vaMSaXara|noun|末裔|まつえい|matsuei_1|presumed descendant|末裔らしき人
descendent_1||noun|子孫|しそん|shison_1|a descendent or heir|子孫または継承者
descent_1|avaroha,avawaraNa,DalAna,GatawI,uwAra,uwarAI,XazsAna|noun|下落|げらく|geraku_1|continue record-shattering descent|記録破りの下落を続ける
descent_2|avaroha,avawaraNa,DalAna,GatawI,uwAra,uwarAI,XazsAna|noun|家系|かけい|kakei_1|matrilineal descent|母系家系
descent_3|avaroha,avawaraNa,DalAna,GatawI,uwAra,uwarAI,XazsAna|noun|降臨|こうりん|kourin_1|descend to earth|降臨する
descent_4|avaroha,avawaraNa,DalAna,GatawI,uwAra,uwarAI,XazsAna|noun|降下|こうか|kouka_1|descent angle|降下角
descent_5|avaroha,avawaraNa,DalAna,GatawI,uwAra,uwarAI,XazsAna|noun|下降|かこう|kakou_1|descent measure|下降法
descent_6|avaroha,avawaraNa,DalAna,GatawI,uwAra,uwarAI,XazsAna|noun|下り坂|くだりざか|kudarizaka_1|winding descent|曲がりくねった下り坂
describe_1|barana,ciwra+KIMca,varNana+kara|verb|述べる|のべる|noberu_1|describe one's life experience|人生経験を述べる
describe_2|barana,ciwra+KIMca,varNana+kara|verb|説明する|せつめい|setsumei_1|How can I describe it?|どうやって説明したらいいのかなあ。
describe_3|barana,ciwra+KIMca,varNana+kara|verb|描写する|びょうしゃ|byousha_1|describe people|人を描写する
description_1|AKyAna,baKAna,varNana,vivaraNa,wArIPZa|noun|説明書|せつめいしょ|setsumeisho_1|feature description|機能の説明
description_2|AKyAna,baKAna,varNana,vivaraNa,wArIPZa|noun|説明|せつめい|setsumei_1|description of circumstance|状況の説明
description_3|AKyAna,baKAna,varNana,vivaraNa,wArIPZa|noun|描写|びょうしゃ|byousha_1|description of characters|人物描写
descriptive_1|varNanAwmaka|adjective|記述的|きじゅつてき|kijutsuteki_1|descriptive knowledge|記述的知識
descriptor_1||noun|記述|きじゅつ|kijutsu_1|descriptor attribute matrix|記述依存マトリクス
desecrate_1||verb|罰当たりな事をする|ばちあたりなことをする|bachiatarinakotowosuru_1|desecrate the grave|墓で罰当たりな事をする
desegregate_1||verb|人種差別を廃止する|じんしゅさべつをはいしする|jinshu sabetsu o haishi suru_1|This school is completely desegregated.|この学校は完全に人種差別を廃止している。
desert_1|CodZa+xe,maru,regiswAna,saharA,vIrAna+ho+jA|verb|捨てる|すてる|suteru_1|desert one's post|地位を捨てる
desert_2|CodZa+xe,maru,regiswAna,saharA,vIrAna+ho+jA|noun|荒れ野|あれの|areno_1|desert landscape|荒れ野の風景
desert_3|CodZa+xe,maru,regiswAna,saharA,vIrAna+ho+jA|noun|砂漠|さばく|sabaku_1|desert area|砂漠地帯
deserve_1|yogya+ho|verb|値する|あたいする|ataisuru_1|deserve a special reward|特別な報酬を受けるに値する
design_1|aBikalpa,aBiprAya,ASaya,dijZAina,maMwavya,manasUbA,namUnA,rUpAkAra+xe,wAwparya,yojanA+banA|verb|設計する|せっけい|sekkei_1|design with safety in mind|安全性を考えて設計する
design_2|aBikalpa,aBiprAya,ASaya,dijZAina,maMwavya,manasUbA,namUnA,rUpAkAra+xe,wAwparya,yojanA+banA|verb|計画する|けいかく|keikaku_1|design one's trip|旅行を計画する
design_3|aBikalpa,aBiprAya,ASaya,dijZAina,maMwavya,manasUbA,namUnA,rUpAkAra+xe,wAwparya,yojanA+banA|noun|柄|がら|gara_1|colorful design|色鮮やかな柄
design_4|aBikalpa,aBiprAya,ASaya,dijZAina,maMwavya,manasUbA,namUnA,rUpAkAra+xe,wAwparya,yojanA+banA|noun|設計|せっけい|sekkei_2|design failure|設計欠陥
design_5|aBikalpa,aBiprAya,ASaya,dijZAina,maMwavya,manasUbA,namUnA,rUpAkAra+xe,wAwparya,yojanA+banA|noun|絵柄|えがら|egara_1|favorite design|お気に入りの絵柄
design_6|aBikalpa,aBiprAya,ASaya,dijZAina,maMwavya,manasUbA,namUnA,rUpAkAra+xe,wAwparya,yojanA+banA|verb|デザインする|でざいん|dezain_1|design a dance costume|ダンス衣装をデザインする
design_7|aBikalpa,aBiprAya,ASaya,dijZAina,maMwavya,manasUbA,namUnA,rUpAkAra+xe,wAwparya,yojanA+banA|noun|デザイン|でざいん|dezain_2|design picture|デザイン画像
design_8|aBikalpa,aBiprAya,ASaya,dijZAina,maMwavya,manasUbA,namUnA,rUpAkAra+xe,wAwparya,yojanA+banA|noun|図柄|ずがら|zugara_1|choose a design|図柄を指定する
designate_1|nirxiRta+kara,niyukwa+kara|verb|指名する|しめい|shimei_1|designate a new prime minister|新たな首相を指定する
designate_2|nirxiRta+kara,niyukwa+kara|verb|指定する|してい|shitei_1|designate certain Mondays as holidays|一部祝日を月曜に指定する
desire_1|aBilARA,BAvagawi,BUKa,cAha,cAha,hasarawa,icCA,icCA+karanA,IpsA,kAma,kAmanA,mana,manaskAma,manokAmanA,manoraWa,manovAMCA,marjI,marjZI,murAxa,niyAjZa,vAMCA,vivakRA|verb|望む|のぞむ|iyoku_1|desire a feeling of freedom|開放感を望む
desire_2|aBilARA,BAvagawi,BUKa,cAha,cAha,hasarawa,icCA,icCA+karanA,IpsA,kAma,kAmanA,mana,manaskAma,manokAmanA,manoraWa,manovAMCA,marjI,marjZI,murAxa,niyAjZa,vAMCA,vivakRA|verb|願う|ねがう|dezaia_1|desire to become a singer|歌手になりたいと願う
desire_3|aBilARA,BAvagawi,BUKa,cAha,cAha,hasarawa,icCA,icCA+karanA,IpsA,kAma,kAmanA,mana,manaskAma,manokAmanA,manoraWa,manovAMCA,marjI,marjZI,murAxa,niyAjZa,vAMCA,vivakRA|noun|望み|のぞみ|nozomi_1|innocent desire|純粋な望み
desire_4|aBilARA,BAvagawi,BUKa,cAha,cAha,hasarawa,icCA,icCA+karanA,IpsA,kAma,kAmanA,mana,manaskAma,manokAmanA,manoraWa,manovAMCA,marjI,marjZI,murAxa,niyAjZa,vAMCA,vivakRA|noun|願い|ねがい|negai_1|common desire|共通の願い
desire_5|aBilARA,BAvagawi,BUKa,cAha,cAha,hasarawa,icCA,icCA+karanA,IpsA,kAma,kAmanA,mana,manaskAma,manokAmanA,manoraWa,manovAMCA,marjI,marjZI,murAxa,niyAjZa,vAMCA,vivakRA|noun|欲求|よっきゅう|yokkyuu_1|childish desire|子供っぽい欲求
desire_6|aBilARA,BAvagawi,BUKa,cAha,cAha,hasarawa,icCA,icCA+karanA,IpsA,kAma,kAmanA,mana,manaskAma,manokAmanA,manoraWa,manovAMCA,marjI,marjZI,murAxa,niyAjZa,vAMCA,vivakRA|noun|意欲|いよく|iyoku_2|increase desire to learn|学習意欲を高める
desirous_1|icCuka,sakAma,sAkAMkRa,saspqha|adjective|物欲しそうな|ものほしそうな|monohoshisouna_1|with a desirous eye|物欲しそうな目で
desist_1|ruka+jA|verb|やめる|やめる|yameru_1|desist from attacking|攻撃をやめる
desk_1|deska|noun|デスク|ですく|desuku_1|nameless desk|誰のものでもないデスク
desk_2|deska|noun|机|つくえ|tsukue_1|battered desk|ぼろぼろの机
desk_3|deska|noun|卓|たく|taku_1|teaching desk|教卓
desolate_1|akelA+mahasUsa+kara,nirjana,sUnA,sunasAna,ujAdZa,UjadZa,vIrAna|adjective|寂然|じゃくねん|jakunen_1|desolate scene|寂然たる光景
desolate_2|akelA+mahasUsa+kara,nirjana,sUnA,sunasAna,ujAdZa,UjadZa,vIrAna|adjective|寒々|さむざむ|samuzamu_1|desolate land|寒々とした土地
